# Frox 日本語化 J7: **クエストの名前と依頼文**（設計 §8.59）。
# 欄: 鍵<TAB>訳。**鍵は触らない。**訳が空なら英語のまま出る（制約 4）。
#   name:番号      … q_info.txt の N: の名前
#   q_xxx.txt:番号 … その本の D: の連なり（上から 1, 2, …）
# `D:` は空白で継がれるので、**1 段落 1 行**で書くこと（§8.59）。
#
# The Thieves' Hideout (Outpost)
name:1	盗賊の隠れ家 (辺境の地)
q_sewer.txt:1	街の下の下水道の様子が、このところおかしい。この美しい街の地下に怪物が棲みついているという噂もある。害獣を駆除して、下水道を汚いなりのいつもの姿へ戻してきてほしい。
# Thank you! It was a dirty job, but someone had to do it.
q_sewer.txt:2	ありがとう！ 汚れ仕事だったが、誰かがやらねばならなかったのだ。
# I had to call help from a local druid, since you failed to clean out the sewer.
q_sewer.txt:3	あなたが下水道を片づけそこねたので、地元のドルイドに助けを求めるほかなかった。
# A ship carrying important documents has been wrecked near the shore. I need you to investigate the wreckage and report back to me.
q_shipwreck.txt:1	大切な書類を積んだ船が、岸の近くで難破した。残骸を調べて、私に報せてきてほしい。
# You have done well, please accept this token of thanks.
q_shipwreck.txt:2	よくやった。感謝の印としてこれを受け取ってくれ。
# You have failed me, beware you do not do so again!
q_shipwreck.txt:3	期待を裏切ってくれたな。二度と同じことのないように！
# While you were gone, I had a visit from an old friend and we were  reminiscing about the infamous storekeeper from the ancient city.  My Dwarven friend always got the better end of the bargain when it  came to haggling, but he met his match whenever he encountered this  storekeeper. My advisor believes that the storekeeper used magic to charm his clients. Why don't you search the ruins and see if  you can shed some light on the matter.
q_shopkeeper.txt:1	あなたが留守のあいだ、古い友が訪ねてきてな、古代都市の悪名高い店主の話で思い出話に花が咲いた。私のドワーフの友は値切りとなればいつも得をする男だが、あの店主にだけは歯が立たなかったそうだ。相談役は、店主が魔法で客を魅了していたのだろうと見ている。廃墟を探して、この件に光を当ててみてはどうかね。
# Once again, we are in your debt.
q_shopkeeper.txt:2	またしてもあなたに借りができたな。
# You have failed me, beware you do not do so again!
q_shopkeeper.txt:3	期待を裏切ってくれたな。二度と同じことのないように！
# A forgotten shrine in a nearby mountain has become a den of monsters, please return silence to this ancient place. Be warned that quite a few of these creatures are dangerous.
q_shrine.txt:1	近くの山にある忘れられた祠が、怪物の巣窟になってしまった。この古い場所に静けさを取り戻してきてほしい。ただし、そこの生き物にはかなり危険なものが多いと心得ておけ。
# Thank you. Please put this reward to good use.
q_shrine.txt:2	感謝する。この報酬を役立ててくれ。
# The quest was more than you could handle.
q_shrine.txt:3	この依頼はあなたの手に余ったようだな。
# Illegal mushrooms are showing up on the streets and even in the school, and more and more people are getting addicted. At first we thought the new shroomery was to blame, but we raided the place and couldn't find anything illegal. It appears the actual culprits are smugglers who get the shrooms cheap from some old hobbit, sneak them into our town and sell them here at a tidy profit. We know who they are and where they're operating from, unfortunately a certain corn-loving hag won't give us a search warrant, so legally there's absolutely nothing we can do. We'd appreciate it if a private detective paid those sons of vampire bats a quick visit and maybe killed them in self-defence. Their base is a small house just north of here.
q_smug.txt:1	違法なキノコが街角に、学校にまで出回り、溺れる者が増える一方だ。はじめは新しいキノコ農園のせいだと思って踏み込んだのだが、違法なものは何ひとつ出てこなかった。どうやら本当の下手人は密輸人らしい。年寄りのホビットからキノコを安く仕入れ、こっそり町へ持ち込んで、たっぷり儲けを乗せて売りさばいている。誰が、どこを根城にしているかも分かっているのだが、あいにくトウモロコシ好きのさる婆さんが捜索の令状を出してくれん。だから法の上では、我々には手も足も出ない。私立探偵とやらがあの吸血コウモリの子らのところへちょっと顔を出して、正当防衛でうっかり始末してくれるとありがたいのだがな。奴らの根城は、ここのすぐ北の小さな家だ。
# Thank you for your discreet help. You may keep any interesting mushrooms you found; here's a legal extra one we booked as evidence earlier, hopefully it will be of use to you. Er... you did kill the smugglers in self-defence, right?
q_smug.txt:2	内々の助力に感謝する。見つけた面白いキノコは持っていってかまわん。これは先に証拠として押さえてあった合法のもので、ひとつ余分にやろう。役に立つといいのだがな。ええと……密輸人を始末したのは正当防衛だったのだろうな？
# Well, that's just fantabulous. Let's say you blundered in by accident and happened to see a humongous pile of illegal mushrooms? Maybe we can use that as evidence.
q_smug.txt:3	いやはや、実にすばらしい。あなたは間違えて迷い込み、たまたま違法なキノコの山を目にした、ということにしておこうか。それなら証拠に使えるかもしれん。
# Illegal mushrooms are showing up on the streets, and I'm not behind it. The actual culprits are smugglers who get the shrooms cheap from some old hobbit, sneak them into the town and sell them at a tidy profit. I'd like to expand a bit and take over their operation, or at least steal their mushrooms; but it's very dangerous, they're a pretty tough group. I would appreciate your help, their base is a small house south of the Arena.
q_smug.txt:4	違法なキノコが街角に出回っているが、裏にいるのは俺じゃない。本当の下手人は密輸人どもだ。年寄りのホビットからキノコを安く仕入れ、こっそり町へ持ち込んで、たっぷり儲けを乗せて売りさばいている。こっちも少し手を広げて、奴らの商売を乗っ取りたい。せめてキノコだけでも頂きたいのだが、なにしろ危ない。かなり腕の立つ連中だ。手を貸してもらえるとありがたい。根城は闘技場の南の小さな家だ。
# Thank you for your help. I managed to steal this one mushroom earlier, you can have it as a bonus.
q_smug.txt:5	手を貸してくれて助かった。先にこのキノコをひとつ失敬しておいた。おまけにやろう。
# Too bad. Say, can you give me a blueprint of their place?
q_smug.txt:6	残念だったな。ところで、奴らの家の見取り図をもらえないか？
# ...What is that you say? One of the buildings seems to be overrun with snakes! You might be interested to know that not long ago, a local adventurer dropped, I mean "Lost" his prized  leather whip among the ruins when he came face to face with a  thousand snakes. Perhaps you could perform a little house  cleaning in the ruins.
q_snakes.txt:1	……なんだと？ 建物のひとつが蛇に乗っ取られているだと！ 少し前の話だが、この町の冒険者が千匹の蛇と鉢合わせして、自慢の革のムチを廃墟に落とした。いや『失くした』のだったな。ひとつ、廃墟の掃除をしてきてはくれまいか。
# I will sleep easier now I do not have to think about those snakes. If you found the whip you can keep it as a reward.
q_snakes.txt:2	あの蛇どものことを考えずに済むと思うと、今夜はよく眠れそうだ。ムチを見つけたのなら、報酬として持っていくがいい。
# You have failed me, beware you do not do so again!
q_snakes.txt:3	期待を裏切ってくれたな。二度と同じことのないように！
# An old sorcerer has betrayed the order of wizards and gone over to serve the forces of darkness. He has built a tower nearby and  the Sultan is growing concerned. Go kill him, I'll give you credit.
q_sorcerer.txt:1	年老いた仙術士が魔術師の結社を裏切り、闇の勢力に与した。近くに塔を建てたので、スルタンが気を揉んでおられる。行って始末してこい。単位はやろう。
# Well done on the special examination. Here is your wizard's hat.
q_sorcerer.txt:2	特別試験、よくやった。これが君の魔術師の帽子だ。
# Back already? So you couldn't do it. No matter. The order of wizards will have to take care of its own problem.
q_sorcerer.txt:3	もう戻ったのか？ できなかったのだな。まあいい。魔術師の結社が、自分たちの厄介事は自分で片づけるとしよう。
# The Wizards of Sorcery have discovered a magical Node of Sorcery  in a damp area nearby. You must seek the Node and dispatch  its guardians so that the Tower of Sorcery can claim the  mystical energies of the Node.
q_sorcery.txt:1	仙術の魔術師たちが、近くの湿地に仙術の特異点を見つけた。おまえはその特異点を探し出し、守護者どもを片づけよ。仙術の塔がその神秘の力を手にできるようにな。
# You have done well.
q_sorcery.txt:2	よくやった。
# Begone, incompetent fool! The dimensional energies of the  mystic Node have faded away and are lost forever! You had your chance and botched the job.
q_sorcery.txt:3	去れ、無能者め！ 神秘の特異点の次元の力は薄れ、永久に失われた！ 機会は与えたのに、おまえはしくじったのだ。
# A great, great evil approaches, perhaps the end for our town. Our scouts lie slaughtered, their bodies crushed and mangled by powerful beasts. I know not what you shall face.  Monsters appear as if out of thin air, as if spawned by a foul  altar in a valley close to where you defeated the orcs. I am hesistant to ask for your help, knowing you may be sent  to your doom, and yet you are the last hope for our town.  Approach each nook carefully, as evil lies in unexpected places. Please prepare well, and strike hard in our names.
q_spawning_pits.txt:1	途方もない邪悪が迫っている。この町の終わりかもしれん。斥候たちは皆殺しにされ、強大な獣どもに骨まで砕かれていた。おまえが何と相まみえることになるのか、私にも分からぬ。魔物が何もない空から湧くように現れるのだ。おまえがオークを打ち破った場所の近くの谷に忌まわしい祭壇があり、そこから産み落とされているらしい。死地へ送り出すことになると分かっていて助けを乞うのは気が引ける。それでも、おまえがこの町の最後の望みなのだ。思わぬ所に邪悪は潜んでいる。物陰のひとつひとつに気を配れ。よく備えて、我らの名にかけて打ち込んでくれ。
# Your valor shall go down in our legends; your name shall be sung by elvenkind for ages to come. Hail the conquering hero! May your battles with the Serpent be as successful. Use our gift wisely, and may the light shine on you.
q_spawning_pits.txt:2	おまえの武勇は我らの伝説に刻まれ、その名はエルフの民に幾世も歌い継がれよう。凱旋せし英雄に栄えあれ！ サーペントとの戦いも、これと同じ首尾でありますように。我らの贈り物を賢く使い、光がおまえを照らさんことを。
# I've sent out someone else to do the job. Now leave me alone!
q_spawning_pits.txt:3	その仕事はもう別の者に行かせた。ひとりにしてくれ！
# Local explorers have discovered a well-preserved ancient temple hidden under the ruins of the old Elven Embassy. It seems, though, that the temple was less forgotten than we had assumed at first; the descendants of the spider-cultists who originally built it have kept it in active use. Now I fear they will attempt to summon their dark god to punish us for disturbing his unholy shrine... We must strike first and destroy the spider cult, but you are the only one I can trust to do it.
q_spider.txt:1	町の探検家たちが、古いエルフ大使館の廃墟の下に、よく残った古代の神殿を見つけた。だがどうやらこの神殿、我々が初めに思っていたほど忘れ去られてはいなかったらしい。もともとこれを建てた蜘蛛の教団の末裔が、今も使い続けているのだ。邪悪な聖域を荒らした罰として、奴らが闇の神を呼び出そうとするのではないかと恐れている……。先手を打って蜘蛛の教団を滅ぼさねばならん。だが、これを任せられるのはおまえしかいない。
# I hear you are doing rather well for yourself from all items you have been `liberating` from the ruins. Just remember I'm not charging you any taxes.
q_spider.txt:2	廃墟から『解放』してきたアイテム々で、ずいぶん儲けているそうだな。税を取り立ててはいないことを、ゆめゆめ忘れるなよ。
# You have failed me, beware you do not do so again!
q_spider.txt:3	期待を裏切ってくれたな。二度と同じことのないように！
# Some time ago, a well-meaning chap from the elf-town of Angwil tried to open a livery stable here; but the beasts he offered for hire were completely untamed and too vile to be ridden, and his business failed miserably. The Angwilian left the town in humiliation; unfortunately, the beasts and the stables are still here, and the smell and reputation of the place are driving visitors away. We're not getting the steady inflow of new customers I need; and even the locals prefer to stay indoors where the stench is not as bad, making them harder to rob. I would appreciate it if you cleaned the old place up a bit.
q_stable.txt:1	少し前のことだ。エルフの町アングウィルから来た善意の男が、ここに貸し馬の厩舎を開こうとした。だが貸し出す獣はまるで馴らされておらず、乗るにはあまりに性が悪くて、商売は無残に潰れた。そのアングウィル人は恥をかいて町を去ったが、あいにく獣も厩舎も残ったままだ。あの臭いと悪評のせいで、旅の者が寄りつかん。当てにしていた新顔の客足がぱたりと止まった。町の連中でさえ、臭いのましな家の中に引きこもるので、こちらも懐を狙いにくい。あの古い場所を少し片づけてくれるとありがたいのだが。
# Thank you! I look forward to going out without a clothespin on my nose.
q_stable.txt:2	助かった！ これで鼻に洗濯ばさみを挟まずに外を歩けるというものだ。
# Too bad. I guess there's nothing for it but to try to divert the river to wash the place out.
q_stable.txt:3	残念だ。こうなると、川の流れを引き込んであの場所を洗い流すよりほかに手はあるまい。
# Back again? All right, another student of mine tried to play with the undead some time ago and came up second-best. See if you can bring back any of the valuables he had, or at least recover his wizard's staff.
q_staff.txt:1	また来たのか？ よろしい。少し前に別の教え子がアンデッドを相手に遊ぼうとして、返り討ちにあった。持っていた金目の物を持ち帰れるか試してみろ。せめて魔術師の杖だけでも回収するのだ。
# Hey, you made it! Tell you what, I'll let you keep that staff, you may not be a full wizard yet but at least you're doing better than him.
q_staff.txt:2	おお、やり遂げたか！ よし、その杖は持っていていい。まだ一人前の魔術師ではないが、少なくともあいつよりはましだ。
# Let's see... you failed, no credit.
q_staff.txt:3	どれどれ……しくじったな。単位はやらん。
# The Magic Shop's owner is thinking of opening another Thieves' Guild.  I do not need the competition, here is the key to the Magic Shop's back treasure room. Destroy everything you find there and you will be rewarded.
q_tengu_death_swords.txt:1	魔法の店の主人が、もうひとつ盗賊ギルドを開こうと考えている。競争相手など要らん。これが魔法の店の奥の宝物庫の鍵だ。そこで見つけたものを片端から壊してこい。報酬は出す。
# You have done well. Perhaps this will prove useful.
q_tengu_death_swords.txt:2	よくやった。これが役に立つかもしれん。
# You have failed this quest, but keep what you have found.
q_tengu_death_swords.txt:3	この依頼はしくじったな。だが見つけたものは持っていくがいい。
# For many years, the armies of my town have waged war against the forces of Chaos. As the battles have become numerous,  I find that I am having trouble controlling the thieves who are beginning to move into my city. If you wish to show your allegience you must search the city and destroy the lair that these thieves call home. My troops report finding evidence of the thieves in the northeastern quarter. Your task is to kill these ruffians.
q_thieves.txt:1	長年にわたり、この町の軍はカオスの勢力と戦い続けてきた。戦の数が増えるにつれ、町に入り込みはじめた盗賊どもを抑えきれなくなってきた。忠誠を示したいのなら、町を捜し回り、盗賊どもが根城と呼ぶ隠れ家を潰せ。兵の報告では、北東の区画に盗賊の痕跡があったという。おまえの務めは、この無法者どもを討ち取ることだ。
# Thank you for killing the band of thieves! Here is something I think you will enjoy.
q_thieves.txt:2	盗賊の一団を討ち取ってくれて感謝する！ おまえが気に入りそうなものがある、受け取ってくれ。
# It seems like this task was too difficult for you. Good that I hired another adventurer to clean up the remaining thieves.
q_thieves.txt:3	この務めはおまえには荷が重かったようだな。残った盗賊の始末に別の冒険者を雇っておいてよかった。
# You again. Tell you what, a couple of other students left the laboratory in a mess. Go and tidy it up! That should keep you busy.
q_tidy.txt:1	またおまえか。よし、ほかの教え子が二人ばかり、研究室を散らかしたまま放り出していった。行って片づけてこい！ しばらくは手が空くまい。
# Hrm, you know you're meant to follow lab safety and wear gloves in there? Go to the stockroom and get yourself a pair.
q_tidy.txt:2	うむ、あそこでは安全の決まりに従って手袋を着けることになっているのを知っているか？ 倉庫へ行って一組もらってこい。
# Ugh now who is going to clean up the mess in there.
q_tidy.txt:3	ああ、これではあの散らかりようを誰が片づけるというのだ。
# A few days ago, my men chanced upon a small group of trolls on the road to Angwil, and managed to fight them off after a hard-fought battle. Unfortunately, it seems the trolls they saw were only a scouting party for an enormous army hiding in the hills to the east, intent on destroying our town and subjecting us all to unimaginable horrors. Please, we cannot deal with this threat on our own, we need your help.
q_troll2.txt:1	数日前、うちの者がアングウィルへの街道でトロルの小隊に出くわし、苦戦の末になんとか追い払った。だがあいにく、あれは東の丘に潜む大軍の斥候にすぎなかったらしい。奴らはこの町を滅ぼし、我らを想像もつかぬ恐怖に沈めるつもりだ。頼む、この脅威は我らだけでは手に負えない。力を貸してくれ。
# Thank you for saving our town, please put this reward to good use.
q_troll2.txt:2	町を救ってくれて感謝する。この報酬を役立ててくれ。
# Oh no! Only the Maintainer being too lazy to actually wipe us off the map can save us now.
q_troll2.txt:3	なんということだ！ もはや我らを救えるのは、地図から本当に消し去るのを面倒がってくれる開発者だけだ。
# If you want our respect you need to prove yourself. Go to the orc caves and kill ten Ologs to show us you aren't a wimp.
q_trollslayer.txt:1	我らの敬意が欲しければ、まず己を示せ。オークの洞窟へ行き、オログを十匹殺して、腰抜けではないと見せてみろ。
# If you want our respect you need to prove yourself. Go to the troll caves and kill ten Ologs to show us you aren't a wimp.
q_trollslayer.txt:2	我らの敬意が欲しければ、まず己を示せ。トロルの洞窟へ行き、オログを十匹殺して、腰抜けではないと見せてみろ。
# Good start. Our armourers have made you a trophy.
q_trollslayer.txt:3	よい出だしだ。我らの鎧職人が、おまえに戦利品をこしらえた。
# Not tough enough eh? Try harder next time.
q_trollslayer.txt:4	骨がなかったか？ 次はもっと励め。
# Our archeologists have discovered an ancient underground city. They have asked that you help them in clearing out any would be dangers. It stands to reason that you might find some interesting items in the process.
q_underground.txt:1	我らの考古学者が古代の地下都市を見つけた。危険になりそうなものを片づけるのを手伝ってほしいそうだ。その道すがら、面白いアイテムが見つかることもあるだろう。
# You have our undying gratitude for your heroic efforts. Here, take my old battle gloves for your victory.
q_underground.txt:2	その英雄的な働きに、我らは尽きせぬ感謝を捧げる。さあ、勝利の証に、私の古い戦いの手袋を受け取ってくれ。
# You have our undying gratitude for your heroic efforts. Here, take this reward for your victory.
q_underground.txt:3	その英雄的な働きに、我らは尽きせぬ感謝を捧げる。さあ、勝利の証に、この報酬を受け取ってくれ。
# You have failed me, beware you do not do so again!
q_underground.txt:4	期待を裏切ってくれたな。二度と同じことのないように！
# Something curious has taken root beneath our Inn. Celebor, the innkeeper, has reported strange vapors and auras in the basement that drive out all living things. A caged canary was placed there to test the air quality; it died within minutes, though the strange scents had vanished when the investigators returned. Then, suddenly, it was as if the air itself attacked! Please see if you can detect what is amiss.
q_vapor.txt:1	宿屋の地下に、奇妙なものが根を下ろした。宿の主人ケレボールの話では、地下室に妙な障気と気配が満ちていて、生きているものを残らず追い出してしまうという。空気を調べるために鳥籠のカナリアを置いたところ、数分で死んだ。ところが調べる者が戻ったときには、妙な匂いは消えていたのだ。そして突然、空気そのものが襲いかかってきたかのようだった！ 何がおかしいのか、突き止めてきてくれないか。
# Strange tidings indeed. Where eldritch vapors gather, more dangerous creatures are often nearby. Perhaps this is an ill omen of dangers yet to come... We may be in need of your services again soon. This gift may help you detect what evils plague this land.
q_vapor.txt:2	まことに奇怪な知らせだ。得体の知れぬ障気が集まる所には、たいていもっと危険なものが潜んでいる。これはこの先の災いの凶兆かもしれん……。近いうちにまた力を借りることになるだろう。この贈り物が、この地を蝕む邪悪を見つけ出す助けになるはずだ。
# I've sent out someone else to do the job. Now leave me alone!
q_vapor.txt:3	その仕事はもう別の者に行かせた。ひとりにしてくれ！
# Something curious has taken root beneath our Inn. Otick, the innkeeper, has reported strange vapors and auras in the basement that drive out all living things. A caged canary was placed there to test the air quality; it died within minutes, though the strange scents had vanished when the investigators returned. Then, suddenly, it was as if the air itself attacked! Please see if you can detect what is amiss.
q_vapor2.txt:1	宿屋の地下に、奇妙なものが根を下ろした。宿の主人オティックの話では、地下室に妙な障気と気配が満ちていて、生きているものを残らず追い出してしまうという。空気を調べるために鳥籠のカナリアを置いたところ、数分で死んだ。ところが調べる者が戻ったときには、妙な匂いは消えていたのだ。そして突然、空気そのものが襲いかかってきたかのようだった！ 何がおかしいのか、突き止めてきてくれないか。
# Strange tidings indeed. Where eldritch vapors gather, more dangerous creatures are often nearby. Perhaps this is an ill omen of dangers yet to come... We may be in need of your services again soon. This gift may help you detect what evils plague this land.
q_vapor2.txt:2	まことに奇怪な知らせだ。得体の知れぬ障気が集まる所には、たいていもっと危険なものが潜んでいる。これはこの先の災いの凶兆かもしれん……。近いうちにまた力を借りることになるだろう。この贈り物が、この地を蝕む邪悪を見つけ出す助けになるはずだ。
# I've sent out someone else to do the job. Now leave me alone!
q_vapor2.txt:3	その仕事はもう別の者に行かせた。ひとりにしてくれ！
# The vault outside the town was used as a minor fortress and stored many valuable items. It has since been overrun. Please find the small sword known as Sting and return it to us! The moment you find the sword, your quest will be complete. While the sword could be in any of the chambers, only look through one at a time. The monsters there are strong and we left traps to be concerned with as well.
q_vault.txt:1	町の外の宝物庫は小さな砦として使われ、値打ちのあるアイテムを数多く納めていた。それが今は魔物に占拠されている。『つらぬき丸』と呼ばれるスモール・ソードを見つけ、我らに返してほしい！ 剣を見つけた瞬間、依頼は達成となる。剣はどの部屋にあってもおかしくないが、部屋はひとつずつ見て回れ。中の魔物は強く、こちらが仕掛けた罠も残っているので気をつけろ。
# Please keep the sword, it will aid you in your future quests.
q_vault.txt:2	その剣は持っていてくれ。これからの依頼で助けになるだろう。
# You didn't find the sword? Well, the monsters have probably carried it away. Too bad, Sting would have been quite helpful in driving the evil out of our town.
q_vault.txt:3	剣は見つからなかったのか？ うむ、魔物どもが運び去ったのだろう。残念だ。『つらぬき丸』があれば、この町から邪悪を追い払うのにずいぶん役立っただろうに。
# A volcano has been rumbling in the eastern part of our territory. But, we do not think it is natural. Now, it is time to eliminate all creatures that are making their home at the volcano. You must exterminate them all if we are to avoid having lava ruin our crops!
q_volc.txt:1	我らの領地の東で火山が鳴動している。だが、これは自然のものではあるまい。今こそ、あの火山を住処にしている生き物を残らず取り除くときだ。溶岩に作物を台無しにされたくなければ、全部退治してもらわねばならん！
# Here is a reward for your good work.
q_volc.txt:2	よい働きへの報酬だ、受け取ってくれ。
# You have failed me, beware you do not do so again!
q_volc.txt:3	期待を裏切ってくれたな。二度と同じことのないように！
# A volcano has been rumbling in the eastern part of our territory. But, we do not think it is natural. Now, it is time to eliminate all creatures that are making their home at the volcano. You must exterminate them all if we are to avoid having lava ruin our crops!
q_volc_old.txt:1	我らの領地の東で火山が鳴動している。だが、これは自然のものではあるまい。今こそ、あの火山を住処にしている生き物を残らず取り除くときだ。溶岩に作物を台無しにされたくなければ、全部退治してもらわねばならん！
# Here is a reward for your good work.
q_volc_old.txt:2	よい働きへの報酬だ、受け取ってくれ。
# You have failed me, beware you do not do so again!
q_volc_old.txt:3	期待を裏切ってくれたな。二度と同じことのないように！
# Our scouts report a large number of Wargs in the dungeon. We don't know who set them on guard at 250 feet, but we think their task is to hinder resupply of our outposts in the dungeon. We offer you a small reward if you clear the path for the supplies.
q_wargs.txt:1	斥候の報告によれば、ダンジョンにワーグが大量にいるという。誰が二百五十フィートに見張りとして置いたのかは分からんが、ダンジョンにある我らの拠点への補給を妨げるのが役目だろう。補給路を切り開いてくれるなら、ささやかな報酬を出そう。
# The scouts of Outpost have reported a large number of Wargs in the dungeon. Their presence at 250 feet hinders resupply to our troops in the dungeon. Otick, the innkeeper, will offer you a small reward if you clear the path for our supplies.
q_wargs.txt:2	辺境の地の斥候が、ダンジョンにワーグが大量にいると報せてきた。二百五十フィートに居座られては、ダンジョンにいる我らの部隊への補給が滞る。補給路を切り開いてくれるなら、宿の主人オティックがささやかな報酬を出すだろう。
# Since most of the supplies have been sent to our troops in the dungeon, we can only give you a small reward.
q_wargs.txt:3	物資の大半はダンジョンの部隊へ送ってしまったので、ささやかな報酬しか出せない。
# Bah! I'll have to find another for this simple task.
q_wargs.txt:4	ふん！ こんな簡単な務めに、また別の者を探さねばならんとはな。
# We desperately need help in clearing out a foul nest of worms. These eldritch abominations are sleeping in a nearby pit, waiting upon the stars. Please, you must help us before it is too late.
q_worms.txt:1	忌まわしい長虫の巣を片づけるのに、どうしても力を貸してほしい。あの得体の知れぬ怪物どもは近くの穴で眠り、星のときが満ちるのを待っている。頼む、手遅れになる前に助けてくれ。
# Thank you.
q_worms.txt:2	感謝する。
# Oh. no.
q_worms.txt:3	ああ、なんてことだ。
# Unfortunately, the citizens of Thalos are still not safe. A young boy disappeared last week while out on a walk; we found his corpse in the forest a few days later, lifeless and sucked dry of blood. The city's lawyers, afraid of being blamed by the public, are pressuring me to drive out the vampires who have taken over the old watchtower near the shore. Please help me eliminate the vampires, you will be well rewarded.
q_wtower.txt:1	あいにく、サロスの市民はまだ安全とは言えん。先週、散歩に出た少年が姿を消し、数日後に森で亡骸が見つかった。息はなく、血を吸い尽くされていた。市の法律家たちは世論に責められるのを恐れ、岸辺近くの古い物見の塔を占拠した吸血鬼を追い払えと私に迫っている。吸血鬼の始末に力を貸してくれ。相応の礼はする。
# Thank you once more for your help. Here's your reward, let's hope the innocent children of Thalos will never be attacked again.
q_wtower.txt:2	重ねて礼を言う。これが報酬だ。サロスの罪なき子らが二度と襲われずに済むことを願おう。
# An old watchtower in the forest west of here, near the river, has been taken over by vampires. A young boy disappeared last week while out on a walk in the forest; his corpse was found near the tower a few days later, lifeless and sucked dry of blood. My lawyers are afraid of being blamed by the public and want the vampires driven out. Please help me eliminate the vampires, you will be well rewarded.
q_wtower.txt:3	ここから西の森、川の近くにある古い物見の塔が、吸血鬼に占拠された。先週、森へ散歩に出た少年が姿を消し、数日後に塔の近くで亡骸が見つかった。息はなく、血を吸い尽くされていた。うちの法律家たちは世論に責められるのを恐れ、吸血鬼を追い出せと言っている。吸血鬼の始末に力を貸してくれ。相応の礼はする。
# Thank you for your help. Here's your reward, let's hope the innocent children of Outpost will never be attacked again.
q_wtower.txt:4	力を貸してくれて感謝する。これが報酬だ。辺境の地の罪なき子らが二度と襲われずに済むことを願おう。
# I relied on you and you failed me. Now I'll have to find someone competent.
q_wtower.txt:5	おまえを頼ったのに、期待を裏切られた。今度は腕の立つ者を探さねばなるまい。
